"","2007.04411858027","2030.97031807683","2054.32048460592","2057.00087364584","2078.86997117777","2105.26743152443","2134.66180624177","2152.83053134674","2159.99362660703","2189.7620784296","2205.18117959588","2205.5772334639","2223.11828873322","2242.86766688923","2271.01406760876","2291.08032924772","2316.6082599073","2325.62524713713","2342.31177620809","2369.18532395898","2407.50698829486","2446.04920410607","2460.12364210129","2466.88128611427","2487.93093424237","2532.70718455722","2548.8207860015","2576.84362347797","2595.87261155197","2608.65530648296","2613.54874498198","2639.33109573281","2665.42250395884","2686.08349288783","2700.80494625694","2708.15524692049","2725.89912939605","2746.50206076861","2771.55602742549","2801.09558407641","2841.8135237585","2872.0587084055","2897.13446041718","2901.2545110734","2922.67812365775","2940.63658509425","2959.93878220584","2973.68464536559","3006.06062604411","3014.26435948189","3028.77865710258","3063.14300738103","3110.01020555436","3110.96423127276","3136.50790705412","3153.65385169871","3177.37599821973","3196.34777267397","3215.18663925787","3236.87246615911","3238.71742610929","3258.2057648117","3282.34484558247","3309.35572704357","3328.34736178408","3334.78520406899","3369.82686079425","3395.84578650329","3413.56523031664","3423.64099248502","3466.78692052617","3489.8569225972","3507.47419670299","3539.76222140603","3541.34247585022","3573.43451760717","3596.20167051472","3622.26458682523","3657.51031048437","3682.39588325112","3706.05937182443","3708.77590625747","3742.95697410827","3786.25516233526","3801.60904763478","3817.11568019851","3854.16385488534","3880.21595111419","3916.61058161191","3941.3170651142","3975.00432851878","4011.51928540775","4063.85157326345","4067.95806280977","4104.91646872664","4157.68885687279","4193.34944444641","4206.06882471686","4221.61473393629","4256.87821068632","4289.43298470964","4323.43375505553","4354.13612489602","4369.44393098098","4382.66393524329","4413.96015181361","4445.72124963947","4475.95155483748","4507.90480340497","4549.14940057408","4565.29864598434","4586.82304401509","4624.2380148479","4644.58984888622","4673.09754753974","4697.11830672636","4711.54147840254","4740.09061348345","4778.81818924885","4797.9139992348","4807.07998802806","4880.60255546755","4930.32443096244","4962.61166306766","4997.74607691784","5036.51054536661","5053.3016888362","5077.21323883969","5100.99824768243","5142.42951481977","5202.18860554898","5242.62127947514","5266.08251069578","5272.67842839853","5294.13505156788","5333.33246201326","5393.24960180856","5419.97425116852","5443.58485817485","5486.60464351529","5561.73202959561","5655.08481386681","5678.01892822745","5685.1020820516","5727.06501835128","5792.10909721157","5838.19327221885","5888.78934062511","5910.58205092521","5918.46785374022","5961.33493812504","6017.72601003376","6058.68510838964","6104.40844332274","6130.93125728539","6160.05350474014","6173.07688615756","6194.48407292991","6224.86405559476","6283.27394293688","6331.70835319554","6355.55400530013","6381.84277762613","6397.89103095684","6439.87330547434","6468.3661491687","6494.63738745132","6527.30854465433","6551.49937015196","6621.90580511881","6641.58198568505","6665.63065082156","6717.60227607253","6780.83942553936","6827.85156937946","6865.50754299948","6915.06870723405","6939.04278608808","6964.14700316523","7016.98038206013","7105.10675765566","7124.42696019437","7152.40862099756","7196.70334710396","7260.16769946781","7317.55366803395","7358.42045668805","7405.23295694605","7482.98109127407","7536.83196388581","7547.73291741919","7583.53547371309","7778.28330150904","7850.35533039665","7928.86362622178","7945.77071329929","7990.04186939456","8093.53601133858","8171.86672497891","8251.20364464374","8297.68582514025","8369.73681947368","8491.24748513954","8564.90533830571","8568.90169692709","8614.61767696462","8775.21675329282","8887.13153428905","8955.71503208692","9011.15859034939","9084.73644235421","9211.94385302716","9487.34681138914","9594.40378899168","9634.59830479179","10103.0201710045","10107.7237086456","10195.9150394162","10248.8411874959","10290.8002251685","10406.865636848","10498.2169756778","10689.5221548825","11036.9929268183","11160.2559769334","11743.3173246617","12104.1375372605","12270.783445458","12371.1815950739","12412.0202637332","12467.0298487125","12557.4111060753","12601.0649922805","12650.1365756112","12725.5016605072","12914.3283254744","13072.480933263","13204.1655711658","13284.2909616181","13349.0454771183","13643.3725823482","14234.7838473351","14990.1038212261","15677.6180776547"
"infectado_1",1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"infectado_2",0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"infectado_3",1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"infectado_4",0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
"infectado_5",0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
"infectado_6",0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"infectado_7",0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"infectado_8",1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"infectado_9",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
